id	headline	text	asset_class
183	Moeda local se valoriza frente ao dolar apos comunicado do banco central	Moeda local se valoriza frente ao dolar apos comunicado do banco central. O comportamento do swap cambial foi acompanhado de perto por exportadores e importadores. O mercado reagiu de forma cautelosa ao longo do pregao.	fixed_income
184	Frigorifico Boi Dourado confirmou plano de expansao com investimento de R$ 5 bilhoes	FRIGORIFICO BOI DOURADO CONFIRMOU PLANO DE EXPANSAO COM INVESTIMENTO DE R$ 5 BILHOES. O PAPEL DA COMPANHIA FOI DESTAQUE NO MERCADO DE ACOES. ESPECIALISTAS DIVERGEM SOBRE OS IMPACTOS DE MEDIO PRAZO.	equities
185	Bolsa Central teve o rating rebaixado por casa de analise apos resultado abaixo do consenso	BOLSA CENTRAL TEVE O RATING REBAIXADO POR CASA DE ANALISE APOS RESULTADO ABAIXO DO CONSENSO.  O PAPEL DA COMPANHIA FOI DESTAQUE NO INDICE DE ACOES.  O MERCADO REAGIU DE FORMA CAUTELOSA AO LONGO DO PREGAO.O MOVIMENTO TAMBEM REPERCUTIU NO MERCADO DE RENDA FIXA.	equities
186	Fundo de renda fixa capta R$ 27,9 bilhoes em meio a juros altos	Fundo de renda fixa capta R$ 27,9 bilhoes em meio a juros altos. O movimento afeta diretamente aplicacoes em titulo indexado.	fixed_income
187	EDUCACAO SABER CONFIRMOU PLANO DE EXPANSAO COM INVESTIMENTO DE R$ 26 BILHOES	Educacao Saber confirmou plano de expansao com investimento de R$ 26 bilhoes. O papel da companhia foi destaque no indice de acoes. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	equities
188	Milho fecha em alta com clima adverso em regiao agricola exportadora..	MILHO FECHA EM ALTA COM CLIMA ADVERSO EM REGIAO AGRICOLA EXPORTADORA. O PRECO DA COMMODITY INFLUENCIA DIRETAMENTE O SETOR DE MINERACAO. ESPECIALISTAS DIVERGEM SOBRE OS IMPACTOS DE MEDIO PRAZO.	fixed_income
189	Moeda britanica oscila com decisao de politica monetaria no exterior	Moeda britanica oscila com decisao de politica monetaria no exterior. O comportamento do moeda estrangeira foi acompanhado de perto por exportadores e importadores. A noticia repercutiu entre gestores de fundos e mesas de operacao.O movimento tambem repercutiu no mercado de balanco.	fx
190	Acucar recua na bolsa de acucar com melhora na oferta global	Acucar recua na bolsa de acucar com melhora na oferta global.  O preco da commodity influencia diretamente o setor de agronegocio.  O movimento tambem repercutiu no mercado de prazo medio.	commodities
191	Empresa capta R$ 21,4 bilhoes em emissao de debentures incentivadas	EMPRESA CAPTA R$ 21,4 BILHOES EM EMISSAO DE DEBENTURES INCENTIVADAS.  O MOVIMENTO AFETA DIRETAMENTE APLICACOES EM TITULOS PUBLICOS.  INVESTIDORES ACOMPANHAM OS DESDOBRAMENTOS COM ATENCAO...	fixed_income
192	Token Solaris registra alta de 2,3% com aumento de volume na rede	Token Solaris registra alta de 2,3% com aumento de volume na rede. O mercado de criptoativos segue volatil e atrai investidores de varios perfis. Reguladores ao redor do mundo discutem novas regras para o setor. O impacto se estendeu a ativos ligados a minerio de ferro.	crypto
193	Frigorifico Boi Dourado reportou queda de 2,4% no lucro do ultimo trimestre	Frigorifico Boi Dourado reportou queda de 2,4% no lucro do ultimo trimestre. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as balanco da empresa.	equities
194	Dolar fecha em alta de 3% cotado a R$ 4,46	Dolar fecha em alta de 3% cotado a R$ 4,46. O comportamento do moeda vizinha foi acompanhado de perto por exportadores e importadores.	fx
195	Cobre sobe com expectativa de demanda por transicao energetica	Cobre sobe com expectativa de demanda por transicao energetica. O preco da commodity influencia diretamente o setor de siderurgia.	commodities
196	Preco da soja sobe na bolsa de graos com quebra de safra	Preco da soja sobe na bolsa de graos com quebra de safra. O preco da commodity influencia diretamente o setor de energia. A noticia repercutiu entre gestores de fundos e mesas de operacao.	commodities
197	Moeda britanica oscila com decisao de politica monetaria no exterior..	Moeda britanica oscila com decisao de politica monetaria no exterior. O comportamento do moeda britanica foi acompanhado de perto por exportadores e importadores. A noticia repercutiu entre gestores de fundos e mesas de operacao.	fx
198	MegaLoja Varejo surpreendeu o mercado com margem EBITDA acima das projecoes	MegaLoja Varejo surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no pregao. O anuncio veio em linha com as expectativas de parte do mercado.	equities
199	Aco Forte reportou queda de 2,2% no lucro do ultimo trimestre	Aco Forte reportou queda de 2,2% no lucro do ultimo trimestre. O papel da companhia foi destaque no mercado de acoes. O mercado reagiu de forma cautelosa ao longo do pregao.Investidores relacionaram o fato ao comportamento de stablecoin.	equities
200	Construtora Horizonte aprovou pagamento de dividendos de R$ 30,3 por acao	Construtora Horizonte aprovou pagamento de dividendos de R$ 30,3 por acao. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as acoes preferenciais da empresa.	equities
201	Moeda chinesa se desvaloriza apos estimulos do banco central local	Moeda chinesa se desvaloriza apos estimulos do banco central local. O comportamento do moeda estrangeira foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. O fato relevante foi divulgado apos o fechamento do mercado.	fx
202	Moeda de pais vizinho despenca apos medidas do banco central local	Moeda de pais vizinho despenca apos medidas do banco central local. O comportamento do cambio foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. A volatilidade permaneceu elevada durante toda a sessao.	fx
203	Governo emite titulos publicos de longo prazo para rolar a divida	Governo emite titulos publicos de longo prazo para rolar a divida. O movimento afeta diretamente aplicacoes em tesouro do pais. Gestores avaliam o impacto sobre a renda fixa. A noticia repercutiu entre gestores de fundos e mesas de operacao.	fixed_income
204	Moeda comum europeia avanca frente ao dolar no mercado internacional	Moeda comum europeia avanca frente ao dolar no mercado internacional.  O comportamento do mercado de cambio foi acompanhado de perto por exportadores e importadores.  Especialistas divergem sobre os impactos de medio prazo.	fx
205	Energia Total aprovou pagamento de dividendos de R$ 32,4 por acao	Energia Total aprovou pagamento de dividendos de R$ 32,4 por acao. O papel da companhia foi destaque no indice de acoes. O mercado reagiu de forma cautelosa ao longo do pregao.	equities
206	Vestir Modas teve receita liquida de R$ 10,2 bilhoes, acima do esperado pelo mercado	Vestir Modas teve receita liquida de R$ 10,2 bilhoes, acima do esperado pelo mercado. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as dividendos da empresa. Investidores acompanham os desdobramentos com atencao.O impacto se estendeu a ativos ligados a Etervium.	equities
207	Mineracao da criptomoeda Coronel consome energia recorde apos corte de emissao	Mineracao da criptomoeda Coronel consome energia recorde apos corte de emissao. O mercado de token segue volatil e atrai investidores de varios perfis. Reguladores ao redor do mundo discutem novas regras para o setor. O anuncio veio em linha com as expectativas de parte do mercado.Investidores relacionaram o fato ao comportamento de oleo bruto.	crypto
208	Dolar fecha em alta de 12% cotado a R$ 4,49	Dolar fecha em alta de 12% cotado a R$ 4,49. O comportamento do cambio foi acompanhado de perto por exportadores e importadores. O mercado reagiu de forma cautelosa ao longo do pregao.	fx
209	Comite de politica monetaria eleva a taxa basica de juros para 5% ao ano	Comite de politica monetaria eleva a taxa basica de juros para 5% ao ano. O movimento afeta diretamente aplicacoes em certificado de deposito bancario. Gestores avaliam o impacto sobre a renda fixa. A volatilidade permaneceu elevada durante toda a sessao.	fixed_income
210	Petroleo tipo Omega recua 1% apos aumento de estoques no exterior	Petroleo tipo Omega recua 1% apos aumento de estoques no exterior. O preco da commodity influencia diretamente o setor de energia. Traders acompanham a evolucao de gas natural no mercado internacional. Especialistas divergem sobre os impactos de medio prazo.O movimento tambem repercutiu no mercado de debentures.	equities
211	Cafe tipo superior dispara 4% com geada em regioes produtoras	Cafe tipo superior dispara 4% com geada em regioes produtoras. O preco da commodity influencia diretamente o setor de energia. O fato relevante foi divulgado apos o fechamento do mercado.	commodities
212	Rendimento do titulo prefixado avanca com abertura da curva de juros	Rendimento do titulo prefixado avanca com abertura da curva de juros.  O movimento afeta diretamente aplicacoes em letra de credito.  Especialistas divergem sobre os impactos de medio prazo.	fixed_income
213	Token Etervium avanca 2,2% apos atualizacao da rede	Token Etervium avanca 2,2% apos atualizacao da rede. O mercado de criptomoedas segue volatil e atrai investidores de varios perfis. O fato relevante foi divulgado apos o fechamento do mercado.	crypto
214	Empresa capta R$ 39 bilhoes em emissao de debentures incentivadas	Empresa capta R$ 39 bilhoes em emissao de debentures incentivadas. O movimento afeta diretamente aplicacoes em titulos publicos. Investidores acompanham os desdobramentos com atencao.O movimento tambem repercutiu no mercado de cafe...	fixed_income
215	Comite de politica monetaria eleva a taxa basica de juros para 5% ao ano	Comite de politica monetaria eleva a taxa basica de juros para 5% ao ano. O movimento afeta diretamente aplicacoes em titulo indexado. Gestores avaliam o impacto sobre a curva de juros. O mercado reagiu de forma cautelosa ao longo do pregao.	fixed_income
216	PagRapido viu suas acoes subirem 11% apos balanco trimestral	PagRapido viu suas acoes subirem 11% apos balanco trimestral. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as resultado trimestral da empresa. O fato relevante foi divulgado apos o fechamento do mercado.	equities
217	Rede Hospitalar Vida divulgou lucro liquido de R$ 38 bilhoes no trimestre	Rede Hospitalar Vida divulgou lucro liquido de R$ 38 bilhoes no trimestre. O papel da companhia foi destaque no pregao. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.O impacto se estendeu a ativos ligados a cobre.	equities
218	Titulo indexado a inflacao passa a pagar o indice de precos mais 3% ao ano	Titulo indexado a inflacao passa a pagar o indice de precos mais 3% ao ano.  O movimento afeta diretamente aplicacoes em indice interbancario.  Gestores avaliam o impacto sobre a divida publica.  A noticia repercutiu entre gestores de fundos e mesas de operacao.	fixed_income
219	Token Etervium avanca 4% apos atualizacao da rede	Token Etervium avanca 4% apos atualizacao da rede. O mercado de corte de emissao segue volatil e atrai investidores de varios perfis. Reguladores ao redor do mundo discutem novas regras para o setor. A noticia repercutiu entre gestores de fundos e mesas de operacao.O impacto se estendeu a ativos ligados a bolsa.	crypto
220	Gas natural sobe com onda de frio no hemisferio norte	Gas natural sobe com onda de frio no hemisferio norte. O preco da commodity influencia diretamente o setor de siderurgia. O mercado reagiu de forma cautelosa ao longo do pregao.	commodities
221	Petrolux recebeu recomendacao de compra de analistas com preco-alvo elevado	Petrolux recebeu recomendacao de compra de analistas com preco-alvo elevado. O papel da companhia foi destaque no mercado de acoes. O fato relevante foi divulgado apos o fechamento do mercado.	equities
222	Moeda local lidera perdas entre emergentes na sessao	Moeda local lidera perdas entre emergentes na sessao. O comportamento do moeda asiatica foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. Investidores acompanham os desdobramentos com atencao.	fx
223	SoftBrasil Sistemas anunciou recompra de acoes no valor de R$ 3 bilhoes	SoftBrasil Sistemas anunciou recompra de acoes no valor de R$ 3 bilhoes. O papel da companhia foi destaque no indice de acoes.	equities
224	Criptomoeda Coronel despenca 1% com temor regulatorio no exterior	Criptomoeda Coronel despenca 1% com temor regulatorio no exterior. O mercado de stablecoin segue volatil e atrai investidores de varios perfis. Reguladores ao redor do mundo discutem novas regras para o setor.	crypto
225	CERTIFICADO DE DEPOSITO BANCARIO OFERECE 8,5% DO INDICE INTERBANCARIO PARA CAPTAR LIQUIDEZ	Certificado de deposito bancario oferece 8,5% do indice interbancario para captar liquidez. O movimento afeta diretamente aplicacoes em juro futuro. Gestores avaliam o impacto sobre a renda fixa.	fixed_income
226	Governo emite titulos publicos de longo prazo para rolar a divida	Governo emite titulos publicos de longo prazo para rolar a divida. O movimento afeta diretamente aplicacoes em certificado de deposito bancario. Gestores avaliam o impacto sobre a curva de juros.	fixed_income
227	Rendimento do titulo prefixado avanca com abertura da curva de juros	Rendimento do titulo prefixado avanca com abertura da curva de juros. O movimento afeta diretamente aplicacoes em indice interbancario. O anuncio veio em linha com as expectativas de parte do mercado.	fixed_income
228	Juro futuro recua apos dados de inflacao abaixo do esperado	Juro futuro recua apos dados de inflacao abaixo do esperado. O movimento afeta diretamente aplicacoes em tesouro do pais. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.Investidores relacionaram o fato ao comportamento de commodities.	fixed_income
229	Governo emite titulos publicos de longo prazo para rolar a divida	Governo emite titulos publicos de longo prazo para rolar a divida. O movimento afeta diretamente aplicacoes em titulo indexado. Gestores avaliam o impacto sobre a renda fixa.	fixed_income
230	Mineracao da criptomoeda Coronel consome energia recorde apos corte de emissao	Mineracao da criptomoeda Coronel consome energia recorde apos corte de emissao. O mercado de financas descentralizadas segue volatil e atrai investidores de varios perfis. Reguladores ao redor do mundo discutem novas regras para o setor. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	fixed_income
231	Token Solaris registra alta de 2% com aumento de volume na rede	Token Solaris registra alta de 2% com aumento de volume na rede. O mercado de stablecoin segue volatil e atrai investidores de varios perfis. Especialistas divergem sobre os impactos de medio prazo.	commodities
232	Investidores institucionais ampliam exposicao a criptoativos	Investidores institucionais ampliam exposicao a criptoativos. O mercado de blockchain segue volatil e atrai investidores de varios perfis. Especialistas divergem sobre os impactos de medio prazo.	crypto
233	Moeda chinesa se desvaloriza apos estimulos do banco central local	Moeda chinesa se desvaloriza apos estimulos do banco central local. O comportamento do moeda local foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. Investidores relacionaram o fato ao comportamento de indice interbancario.	fx
234	Moeda comum europeia avanca frente ao dolar no mercado internacional	Moeda comum europeia avanca frente ao dolar no mercado internacional. O comportamento do cambio foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. A volatilidade permaneceu elevada durante toda a sessao.Investidores relacionaram o fato ao comportamento de bolsa de graos.	fx
235	Curva de juros fecha apos sinalizacao de corte pelo banco central	CURVA DE JUROS FECHA APOS SINALIZACAO DE CORTE PELO BANCO CENTRAL. O MOVIMENTO AFETA DIRETAMENTE APLICACOES EM CREDITO PRIVADO. GESTORES AVALIAM O IMPACTO SOBRE A CURVA DE JUROS.	fixed_income
236	ImobiliariaVicta aprovou pagamento de dividendos de R$ 27 por acao	ImobiliariaVicta aprovou pagamento de dividendos de R$ 27 por acao. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as acoes da empresa. Investidores acompanham os desdobramentos com atencao.	equities
237	Criptomoeda Coronel sobe 8% e volta a superar US$ 52 mil	Criptomoeda Coronel sobe 8% e volta a superar US$ 52 mil. O mercado de exchange segue volatil e atrai investidores de varios perfis. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.O movimento tambem repercutiu no mercado de acoes.	crypto
238	Certificado de deposito bancario oferece 1,1% do indice interbancario para captar liquidez	Certificado de deposito bancario oferece 1,1% do indice interbancario para captar liquidez. O movimento afeta diretamente aplicacoes em juro futuro. Gestores avaliam o impacto sobre a curva de juros. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	fixed_income
239	Moeda local se valoriza frente ao dolar apos comunicado do banco central	Moeda local se valoriza frente ao dolar apos comunicado do banco central. O comportamento do divisas foi acompanhado de perto por exportadores e importadores. O mercado reagiu de forma cautelosa ao longo do pregao.	fixed_income
240	PagRapido aprovou pagamento de dividendos de R$ 13,0 por acao	PagRapido aprovou pagamento de dividendos de R$ 13,0 por acao. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as resultado trimestral da empresa. O fato relevante foi divulgado apos o fechamento do mercado.	equities
241	SoftBrasil Sistemas teve receita liquida de R$ 10,4 bilhoes, acima do esperado pelo mercado	SoftBrasil Sistemas teve receita liquida de R$ 10,4 bilhoes, acima do esperado pelo mercado. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as indice de acoes da empresa.	crypto
242	Curva de juros fecha apos sinalizacao de corte pelo banco central	Curva de juros fecha apos sinalizacao de corte pelo banco central.  O movimento afeta diretamente aplicacoes em certificado de deposito bancario.  A volatilidade permaneceu elevada durante toda a sessao.	fixed_income
243	Banco Aurora registrou queda de 6,8% nas acoes na bolsa apos guidance fraco	Banco Aurora registrou queda de 6,8% nas acoes na bolsa apos guidance fraco. O papel da companhia foi destaque no mercado de acoes. O anuncio veio em linha com as expectativas de parte do mercado...	equities
244	Petroleo tipo Omega recua 7% apos aumento de estoques no exterior	PETROLEO TIPO OMEGA RECUA 7% APOS AUMENTO DE ESTOQUES NO EXTERIOR. O PRECO DA COMMODITY INFLUENCIA DIRETAMENTE O SETOR DE ENERGIA. O MERCADO REAGIU DE FORMA CAUTELOSA AO LONGO DO PREGAO.	commodities
245	BELACOSMETICOS APROVOU PAGAMENTO DE DIVIDENDOS DE R$ 12 POR ACAO	BelaCosmeticos aprovou pagamento de dividendos de R$ 12 por acao. O papel da companhia foi destaque no indice de acoes. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.Investidores relacionaram o fato ao comportamento de altcoin.	equities
246	Cafe tipo superior dispara 9,4% com geada em regioes produtoras	Cafe tipo superior dispara 9,4% com geada em regioes produtoras. O preco da commodity influencia diretamente o setor de mineracao. Traders acompanham a evolucao de milho no mercado internacional.	crypto
247	Comite de politica monetaria mantem a taxa basica de juros em 12% ao ano	Comite de politica monetaria mantem a taxa basica de juros em 12% ao ano. O movimento afeta diretamente aplicacoes em renda fixa. Gestores avaliam o impacto sobre a divida publica. O mercado reagiu de forma cautelosa ao longo do pregao.	fixed_income
248	Dolar recua 11,0% e encerra o dia a R$ 4,63 com fluxo estrangeiro	Dolar recua 11,0% e encerra o dia a R$ 4,63 com fluxo estrangeiro. O comportamento do cambio foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. A noticia repercutiu entre gestores de fundos e mesas de operacao.	fx
249	Tesouro do pais passa a remunerar 6% ao ano em titulo prefixado	Tesouro do pais passa a remunerar 6% ao ano em titulo prefixado. O movimento afeta diretamente aplicacoes em letra de credito. Gestores avaliam o impacto sobre a divida publica. O fato relevante foi divulgado apos o fechamento do mercado.	fixed_income
250	Cartel de produtores anuncia corte de producao e pressiona precos do petroleo	Cartel de produtores anuncia corte de producao e pressiona precos do petroleo. O preco da commodity influencia diretamente o setor de mineracao. Especialistas divergem sobre os impactos de medio prazo.	commodities
251	Moeda local lidera perdas entre emergentes na sessao	Moeda local lidera perdas entre emergentes na sessao. O comportamento do dolar foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. O anuncio veio em linha com as expectativas de parte do mercado.O movimento tambem repercutiu no mercado de resultado trimestral...	fx
252	Construtora Horizonte viu suas acoes subirem 5% apos balanco trimestral	Construtora Horizonte viu suas acoes subirem 5% apos balanco trimestral. O papel da companhia foi destaque no mercado de acoes. Investidores relacionaram o fato ao comportamento de moeda vizinha.	equities
253	SaudePlus anunciou recompra de acoes no valor de R$ 8,0 bilhoes	SaudePlus anunciou recompra de acoes no valor de R$ 8,0 bilhoes. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as acionistas da empresa. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.O movimento tambem repercutiu no mercado de criptoativos.	commodities
254	Criptomoeda Coronel despenca 5,6% com temor regulatorio no exterior	Criptomoeda Coronel despenca 5,6% com temor regulatorio no exterior. O mercado de token segue volatil e atrai investidores de varios perfis. Reguladores ao redor do mundo discutem novas regras para o setor. Especialistas divergem sobre os impactos de medio prazo.	crypto
255	Juro futuro recua apos dados de inflacao abaixo do esperado	Juro futuro recua apos dados de inflacao abaixo do esperado. O movimento afeta diretamente aplicacoes em renda fixa. A noticia repercutiu entre gestores de fundos e mesas de operacao.	fixed_income
256	Agro Semear teve o rating rebaixado por casa de analise apos resultado abaixo do consenso	Agro Semear teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no indice de acoes. O mercado reagiu de forma cautelosa ao longo do pregao.	equities
257	Petrolux reportou queda de 2% no lucro do ultimo trimestre	Petrolux reportou queda de 2% no lucro do ultimo trimestre. O papel da companhia foi destaque no indice de acoes.	equities
258	Educacao Saber confirmou plano de expansao com investimento de R$ 2 bilhoes	Educacao Saber confirmou plano de expansao com investimento de R$ 2 bilhoes. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as oferta subsequente da empresa. O mercado reagiu de forma cautelosa ao longo do pregao.Investidores relacionaram o fato ao comportamento de milho.	equities
259	Cartel de produtores anuncia corte de producao e pressiona precos do petroleo	Cartel de produtores anuncia corte de producao e pressiona precos do petroleo.  O preco da commodity influencia diretamente o setor de agronegocio.  Traders acompanham a evolucao de cafe no mercado internacional...	commodities
260	Rendimento do titulo prefixado avanca com abertura da curva de juros	Rendimento do titulo prefixado avanca com abertura da curva de juros. O movimento afeta diretamente aplicacoes em titulo prefixado. Gestores avaliam o impacto sobre a curva de juros. Investidores acompanham os desdobramentos com atencao.	fixed_income
261	Ferrovale anunciou recompra de acoes no valor de R$ 19,5 bilhoes	Ferrovale anunciou recompra de acoes no valor de R$ 19,5 bilhoes. O papel da companhia foi destaque no pregao. A volatilidade permaneceu elevada durante toda a sessao.	equities
262	Comite de politica monetaria mantem a taxa basica de juros em 2% ao ano	Comite de politica monetaria mantem a taxa basica de juros em 2% ao ano. O movimento afeta diretamente aplicacoes em curva de juros. Gestores avaliam o impacto sobre a renda fixa. O mercado reagiu de forma cautelosa ao longo do pregao.	fixed_income
263	Dolar fecha em alta de 10% cotado a R$ 5,66	DOLAR FECHA EM ALTA DE 10% COTADO A R$ 5,66. O COMPORTAMENTO DO FLUXO CAMBIAL FOI ACOMPANHADO DE PERTO POR EXPORTADORES E IMPORTADORES. O FATO RELEVANTE FOI DIVULGADO APOS O FECHAMENTO DO MERCADO.	fx
264	Dolar fecha em alta de 12% cotado a R$ 4,74	Dolar fecha em alta de 12% cotado a R$ 4,74. O comportamento do moeda vizinha foi acompanhado de perto por exportadores e importadores. A volatilidade permaneceu elevada durante toda a sessao.	fx
265	Construtora Horizonte recebeu recomendacao de compra de analistas com preco-alvo elevado	Construtora Horizonte recebeu recomendacao de compra de analistas com preco-alvo elevado. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as acoes ordinarias da empresa. O mercado reagiu de forma cautelosa ao longo do pregao.	equities
266	Fundo de renda fixa capta R$ 38 bilhoes em meio a juros altos	Fundo de renda fixa capta R$ 38 bilhoes em meio a juros altos. O movimento afeta diretamente aplicacoes em titulo indexado. Especialistas divergem sobre os impactos de medio prazo.	fixed_income
267	Petrolux confirmou plano de expansao com investimento de R$ 20,8 bilhoes	Petrolux confirmou plano de expansao com investimento de R$ 20,8 bilhoes. O papel da companhia foi destaque no indice de acoes. Investidores acompanham os desdobramentos com atencao.	fx
268	JURO FUTURO RECUA APOS DADOS DE INFLACAO ABAIXO DO ESPERADO	Juro futuro recua apos dados de inflacao abaixo do esperado.  O movimento afeta diretamente aplicacoes em renda fixa.  O fato relevante foi divulgado apos o fechamento do mercado.O impacto se estendeu a ativos ligados a small caps...	fixed_income
269	Investidores institucionais ampliam exposicao a criptoativos	Investidores institucionais ampliam exposicao a criptoativos. O mercado de token segue volatil e atrai investidores de varios perfis. O anuncio veio em linha com as expectativas de parte do mercado.O movimento tambem repercutiu no mercado de cafe.	crypto
270	Moeda comum europeia avanca frente ao dolar no mercado internacional	Moeda comum europeia avanca frente ao dolar no mercado internacional.  O comportamento do moeda asiatica foi acompanhado de perto por exportadores e importadores.  O fluxo cambial e o cenario externo ditaram o ritmo da sessao.  O fato relevante foi divulgado apos o fechamento do mercado.	fx
271	Milho fecha em alta com clima adverso em regiao agricola exportadora	Milho fecha em alta com clima adverso em regiao agricola exportadora. O preco da commodity influencia diretamente o setor de mineracao. O mercado reagiu de forma cautelosa ao longo do pregao.Investidores relacionaram o fato ao comportamento de bolsa.	commodities
272	Bolsa Central teve receita liquida de R$ 26 bilhoes, acima do esperado pelo mercado	Bolsa Central teve receita liquida de R$ 26 bilhoes, acima do esperado pelo mercado. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as oferta inicial de acoes da empresa. O fato relevante foi divulgado apos o fechamento do mercado.Investidores relacionaram o fato ao comportamento de rendimento.	equities
273	Moeda asiatica atinge minima em decadas frente ao dolar	Moeda asiatica atinge minima em decadas frente ao dolar.  O comportamento do moeda europeia foi acompanhado de perto por exportadores e importadores.  O fluxo cambial e o cenario externo ditaram o ritmo da sessao.  Investidores acompanham os desdobramentos com atencao.	fx
274	Ouro atinge recorde historico como ativo de protecao	Ouro atinge recorde historico como ativo de protecao. O preco da commodity influencia diretamente o setor de agronegocio. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	fixed_income
275	SaudePlus anunciou recompra de acoes no valor de R$ 5 bilhoes	SaudePlus anunciou recompra de acoes no valor de R$ 5 bilhoes. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as bolsa da empresa.	equities
276	Stablecoin perde paridade com o dolar e assusta investidores	Stablecoin perde paridade com o dolar e assusta investidores. O mercado de colecionavel digital segue volatil e atrai investidores de varios perfis. O mercado reagiu de forma cautelosa ao longo do pregao.	crypto
277	Banco Nacional Unido teve o rating rebaixado por casa de analise apos resultado abaixo do consenso	Banco Nacional Unido teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no indice de acoes. Especialistas divergem sobre os impactos de medio prazo.O impacto se estendeu a ativos ligados a credito privado.	equities
278	Cafe tipo superior dispara 5% com geada em regioes produtoras	Cafe tipo superior dispara 5% com geada em regioes produtoras. O preco da commodity influencia diretamente o setor de agronegocio. O fato relevante foi divulgado apos o fechamento do mercado.	commodities
279	Rendimento do titulo prefixado avanca com abertura da curva de juros	Rendimento do titulo prefixado avanca com abertura da curva de juros. O movimento afeta diretamente aplicacoes em taxa basica de juros. Gestores avaliam o impacto sobre a renda fixa. A noticia repercutiu entre gestores de fundos e mesas de operacao.	fixed_income
280	MINERIO DE FERRO AVANCA 3% EM PORTO ASIATICO COM DEMANDA AQUECIDA	Minerio de ferro avanca 3% em porto asiatico com demanda aquecida. O preco da commodity influencia diretamente o setor de siderurgia. Traders acompanham a evolucao de acucar no mercado internacional. O mercado reagiu de forma cautelosa ao longo do pregao.	commodities
281	Atacado Popular anunciou recompra de acoes no valor de R$ 42 bilhoes	Atacado Popular anunciou recompra de acoes no valor de R$ 42 bilhoes. O papel da companhia foi destaque no pregao.	equities
282	Construtora Horizonte teve receita liquida de R$ 12 bilhoes, acima do esperado pelo mercado	Construtora Horizonte teve receita liquida de R$ 12 bilhoes, acima do esperado pelo mercado. O papel da companhia foi destaque no mercado de acoes.	equities
283	Dolar recua 7,7% e encerra o dia a R$ 5,02 com fluxo estrangeiro..	Dolar recua 7,7% e encerra o dia a R$ 5,02 com fluxo estrangeiro. O comportamento do moeda local foi acompanhado de perto por exportadores e importadores.	fixed_income
284	Petrolux anunciou recompra de acoes no valor de R$ 36 bilhoes	Petrolux anunciou recompra de acoes no valor de R$ 36 bilhoes. O papel da companhia foi destaque no pregao. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	equities
285	Atacado Popular divulgou lucro liquido de R$ 7,3 bilhoes no trimestre	Atacado Popular divulgou lucro liquido de R$ 7,3 bilhoes no trimestre. O papel da companhia foi destaque no mercado de acoes. O fato relevante foi divulgado apos o fechamento do mercado.	fx
286	Bolsa Central anunciou recompra de acoes no valor de R$ 45 bilhoes	Bolsa Central anunciou recompra de acoes no valor de R$ 45 bilhoes. O papel da companhia foi destaque no mercado de acoes. A noticia repercutiu entre gestores de fundos e mesas de operacao.	equities
